qid	text	relevant	answers
3442	who lead the french in the french and indian war	7148	Louis - Joseph de Montcalm
6120	when does season 3 of the expanse start on netflix	7159	2018
440	where does bacteria in the mouth come from	7171	saliva
5991	hanuman chalisa with the stars hanuman da damdaar	7182	Sneha Pandit::Taher Shabbir
2666	the country where the headquarters of the united nations is located	7193	the United States
4748	when did the united kingdom join the united nations	7204	24 October 1945
4309	how far is wharton texas from houston texas	7215	sixty miles
4283	who sang the song beauty school dropout in the movie grease	7226	Frankie Avalon
4296	who plays veronica on the haves and have nots	7236	Angela Robinson
5738	when did the battle of york town end	7246	October 19 , 1781
3948	who produced sign of the times by harry styles	7257	Tyler Johnson::Alex Salibian::Jeff Bhasker
3418	vote percentage of bjp in 2009 lok sabha election	7268	24.63
1791	where was the first north american indigenous games held	7279	Edmonton , Alberta
342	where does river benue and river niger meet	7290	Lokoja in Nigeria
1446	when was the first indian head penny made	7301	1859
8153	who played roxie hart in chicago on broadway	7312	Gwen Verdon
5324	who traded gold and slaves to build the asante kingdom	7323	Ashanti
5569	when are new episodes of troll hunters coming out	7334	2018
6563	how many languages is the book of mormon translated into	7345	110
4179	who sings the song what a beautiful name it is	7356	Hillsong Worship
6221	who won the season 11 of the voice	7367	Sundance Head
1275	who decide bill is money bill or not	7378	the House of Representatives
1898	whats the latest version of google play store	7389	8.2. 56
1198	who had a hit with house of the rising sun	7400	the Animals
5832	who plays scott granger on young and restless	7411	Daniel Hall::Blair Redford
7574	when did world war ii end in the pacific	7422	14 and 15 August 1945
5232	who plays magic in blood in blood out	7433	Victor Rivers
8195	who is the creator of star vs the forces of evil	7444	Daron Nefcy
4116	who played harmonica on the wizard black sabbath	7455	Ozzy Osbourne
5404	when was the last time georgia tech won a national championship	7466	1990
7775	which is the higest peak in the world	7503	Mount Everest
5372	who plays victor in days of our lives	7514	John Anthony Aniston
1350	when does the new season if arrow start	7525	October 12 , 2017
3060	who is the winner of gold macau open trophy competition 2017	7536	Kento Momota::Wahyu Nayaka::Yu Xiaohan::Zheng Siwei::Huang Yaqiong::Cai Yanyan::Ade Yusuf
2491	when was under god added to the pledge of alegience	7547	Flag Day in 1954
5414	who won the last triple crown in baseball	7558	Miguel Cabrera
2649	how many episodes in love hate season 1	7573	4
3782	where did the bay of pigs take place	7584	Cuba
680	who plays the mayor in blue bloods season 8	7602	Lorraine Bracco
6981	when did the united states enter world war 2 in europe	7613	December 1941
1861	who wrote the song fairytale of new york	7624	Jem Finer::Shane MacGowan
4841	who played hercules wife in the 2014 movie	7635	Irina Shayk
8458	first nobel gas in solar eclipse in india	7646	helium
5458	when was the post 911 gi bill passed	7657	June 30 , 2008
8566	when does the football transfer window open in 2018	7668	August 9
6952	who said speak softly and carry a stick	7679	Theodore Roosevelt
3523	who said the power of the pen is mightier than the sword	7690	Edward Bulwer - Lytton
3342	when did the song country roads come out	7701	April 12 , 1971
4609	when was the bull leaping bronze statue found	7712	1921
8075	when was the last time the redskins won the superbowl	7724	1991
6139	how many countries have the official language of french	7735	29
2403	most points scored by michael jordan in a playoff game	7749	63
4273	when does india receive most of the rainfall	7760	between June and October
2889	how big is 1 acre in square feet	7771	43,560 square feet
182	how many sword art online games are there	7782	Six
3861	where was my name is earl supposed to take place	7793	Camden County
8098	when was chlorine gas first used in ww1	7804	before 2 January 1915
4616	where was in the heat of the night filmed in 1967	7815	Sparta , Illinois
4917	who sings power rangers dino charge theme song	7826	Noam Kaniel
7543	where did north korea test its nuclear weapons	7842	Punggye - ri Test Site
2916	where does carbon fixation occur in c4 plants	7853	in the mesophyll cells
7892	blood is pumped from which part of the heart to the lungs	7864	right ventricle
8622	what does c v s pharmacy stand for	7875	Consumer Value Store
851	what is the first marvel movie to watch	7886	Iron Man
8301	who was involved in the fugitive slave law	7897	Southern slave - holding interests::Northern Free - Soilers
4288	what type of water is in the ocean	7908	saline water
4823	when did the united states host the last olympics	7924	2002
2658	which of the following is the slowest tempo indication adagio andante allegro vivace	7936	Adagio
7382	what episode of mr young do adam and echo kiss	7955	`` Mr. First Impression ''
8276	what is the poverty rate in the usa	7966	13.5 %
1632	what is the record for most wins in jeopardy	7977	74
6421	who played the daughter in back to the future 2	7988	Wendie Jo Sperber
7550	what episode is the family guy american dad crossover	7999	`` Hurricane ! ''
7853	when is game of thrones season 7 episode 7 releasing	8010	July 16 , 2017
8513	when did the dodgers move to la from brooklyn	8021	1957
1004	what is meaning of peepal tree in english	8032	sacred fig
7877	what do you call a person from czech republic	8043	The Czechs::the Czech people
2796	when did england last win a knock out match	8054	2006
6070	when does the new winter big brother start	8065	February 7 , 2018
8564	when was the last year the ford excursion was made	8076	2005
6298	who does the voice of hans in frozen	8087	Santino Fontana
1083	who is the governor of madhya pradesh now	8098	Anandiben Patel
7495	who did aibileen work for in the help	8105	Elizabeth Leefolt
4792	who was the ruler of the aztec empire when the spanish conquest began	8116	emperor Cuauhtemoc
2772	what is the name of the airport in ho chi minh city	8127	Tân Sơn Nhất International Airport
191	name of bad witch on wizard of oz	8138	Wicked Witch of the West
8729	who set up the first stockyard for texas cattle in abilene kansas	8149	Joseph G. McCoy
5444	who is the architect of sheikh zayed mosque	8160	Yousef Abdelky
2892	what is the most densely populated state in the country	8174	New Jersey
3444	name the current speaker of the united states house of representatives	8185	Paul Ryan
4081	when do new car year models come out	8196	late September
1177	where are the headquarters of wizards of the coast	8207	Renton , Washington
3546	when did the us recognize texas as an independent nation	8218	March 1837
2686	who is the actor that plays hagrid in harry potter	8229	Robbie Coltrane
4929	who won american idol the year jennifer hudson	8240	Fantasia Barrino
3504	where did they film the witches of eastwick	8251	Cohasset , Massachusetts
6791	when does season 2 of legion come out	8262	on April 2 , 2018
6914	who played the well walker in the walking dead	8273	Brian Hilliard
2202	who is the director of iron man 3	8284	Shane Black
1567	who does the voice of brian on family guy	8295	Seth MacFarlane
2594	when did the romans dominate the iberian peninsula	8306	27 BC
5369	who sang the theme song beauty and the beast	8317	Angela Lansbury
6344	who is going to be in the world cup final	8328	Croatia::France
2529	what is the last name of the current english royal family	8339	Mountbatten - Windsor
3605	who support swaraj party in central legislative assembly in pre independent india	8350	Gandhi 's supporters
3811	what is the hubble classification of the milky way galaxy	8361	SBb or SBc
3846	when was the english bill of rights signed	8372	16 December 1689
3959	what is the most common symptom of schizophrenia	8384	Deficits in cognitive abilities
8173	who is gloria on im dying up here	8395	Nicole Ari Parker
6193	the bidding process for the 2010 world cup involved three african countries they were south africa	8406	South Africa::Egypt::Morocco
601	what was the first bring it on movie called	8417	Bring It On
8681	who are the defending champions of champions trophy	8428	Pakistan
8484	when was the last time the dream act was introduced	8439	May 11 , 2011
3819	what is the name of the first book of the new testament in the bible	8450	Matthew
6611	when did the first amendent of the indian constitution carried out	8461	1951
3693	who plays the female doctor in doctor strange	8472	Rachel McAdams
493	what is the population of detroit lakes minnesota	8483	8,569
3586	who is one of the first german composers that we know about	8495	Adam von Fulda
1	how many pages is invisible man by ralph ellison	8506	581 ( second edition )
5082	who founded missions on the west coast of america	8517	Spanish
5141	where was sex and the city 2 filmed	8528	Sidi Kaouki::New York City::Morocco::Amanjena
2229	what is the legal age for drinking alcohol in usa	8539	21
6621	when did the cold war between russia and america start	8550	1947
6040	who does chris griffin voice on family guy	8561	Seth Green
6698	who was the president when the national anthem was written	8572	President James Madison
3302	who wrote the lyrics to the greatest showman	8583	John Debney::Joseph Trapanese
6985	who did mr drummond marry on diff'rent strokes	8594	Maggie
2888	crossword clue 19th century novelist who created barsetshire	8605	Anthony Trollope
6740	where did the rockefeller tree come from 2014	8613	Danville , PA
105	who sang the song i love to love	8624	Tina Charles
3107	when did labrador become a part of newfoundland	8635	1809
7385	what is the minimum age to become the president of india	8646	35
5620	who wrote it only takes a minute girl	8657	Dennis Lambert::Brian Potter
2618	what is a natural source of salicylic acid	8668	willow tree
367	who did we fight against in world war 2	8680	Japan::Italy::Germany
2462	when was the last steam train used in uk	8691	11 August 1968
3415	when did the new tax cuts go into effect	8702	January 1 , 2018
5087	who wrote the seven commandments in animal farm	8713	Snowball and Napoleon
8040	when was show me the way to go home written	8724	1925
6470	who has the most world series wins in mlb history	8735	New York Yankees
4181	where does the monarch butterfly go in the winter	8746	central Mexico
4314	who speaks in the beginning of pound cake	8757	Jimmy Smith
1799	when does daylight savings time end in colorado	8768	first Sunday in November
1965	how much did the new tappan zee bridge cost	8780	$3.9 billion
2036	when is the next spongebob movie coming out	8791	July 22 , 2020
6648	who got to the lakers first shaq or kobe	8803	Kobe Bryant
2184	where do they move to in cheaper by the dozen	8815	Evanston , IL
6305	when does olivia come back to her universe	8841	Entrada
964	who has covered the first cut is the deepest	8852	Rod Stewart ( 1977 )::Keith Hampshire ( 1973 )::Sheryl Crow ( 2003 )::P.P. Arnold ( 1967 )
7007	when did season 5 of bates motel come out on netflix	8863	February 20 , 2017
1597	when did the show last man standing start	8874	October 11 , 2011
1762	who played bass on and justice for all	8885	Jason Newsted
3591	who is the chess champion of the world	8896	Magnus Carlsen
5658	who did southern democrats run for president under the newly formed dixiecrat party in 1948	8907	Strom Thurmond
5160	upon which document in american history is the language of the declaration of sentiments based	8918	United States Declaration of Independence
4106	bambi love and hip hop atlanta real name	8929	Adizia Benson
7093	when did kareem abdul jabbar reach 30000 points	8944	1983 -- 84
2639	what kind of dogs are in game of thrones	8955	Northern Inuit dogs
1018	zen and the art of motorcycle maintenance bikes	8966	CB77 Super Hawk
621	who has the tiger in the walking dead	8977	Ezekiel
4599	who holds the record for most one day international wickets	8988	South Africa
5822	who won the stanley cup finals this year	8999	Washington Capitals
7773	when did monica and chandlers wedding episode air	9010	May 17 , 2001
5808	our growth is done through what cell process	9021	Metabolism
1547	what year did the first friends episode air	9032	1994
1604	when did thirteen reasons why season 1 come out	9043	March 31 , 2017
6025	which part of the ocean is the deepest	9054	Mariana Trench
1819	when did texas become part of united states	9065	1845
7213	who plays chad on sonny with a chance	9076	Sterling Knight
3499	who wrote the song if i ruled the world	9087	Leslie Bricusse::Cyril Ornadel
3057	what were the seven ancient wonders of the world	9097	Colossus of Rhodes::Great Pyramid of Giza::Temple of Artemis::Lighthouse of Alexandria::Mausoleum at Halicarnassus::Hanging Gardens::Statue of Zeus
2859	who wrote the book one flew over the cuckoo nest	9108	Ken Kesey
2315	where are faeces formed in the human body	9119	small intestine
7428	what is the last season of beauty and the beast	9130	fourth
6869	how many episodes in meteor garden 2018 season 1	9141	50
6754	who is the statue of standing on the corner in winslow arizona	9152	Glenn Frey
577	what was the name of bangladesh before independence	9163	East Pakistan
3456	when did the food stamp card come out	9174	the late 1990s
1228	who created the declaration of rights of man	9185	Honoré Mirabeau::Lafayette::Thomas Jefferson
4850	what color is the line in jack on a computer	9197	Light blue::Pink
480	what are the two most successful teams in spains soccer clubs	9208	Real Madrid::Barcelona
3074	when did jeep start making 4 door wranglers	9219	The 2007 model year
5411	who sings it all started with a beer	9230	Frankie Ballard
6515	where does google maps get its satellite images from	9241	satellites::aircraft
3432	age 21 became the uniform legal drinking age across the us in	9252	July 17 , 1984
5996	who is the fbi agent in the wolf of wall street	9263	Patrick Denham
8700	what episode of dark angel is jensen ackles in	9280	Pollo Loco
2233	who won worst cooks in america celebrity edition 2016	9291	Nick Slater
5680	what is the state capitol of new mexico	9302	Santa Fe
7690	who wrote the song the cowboy rides away	9313	Casey Kelly::Sonny Throckmorton
7275	where is west shamokin high school in pa	9324	in Rural Valley
5304	when does damon and elena finally get together	9337	season 8
7409	how many games did france play in world cup	9349	6
1511	when did california became part of the union	9360	September 9 , 1850
6064	what is the head of a jail called	9371	warden
7779	who plays stella in how i met your mother	9382	Sarah Chalke
6505	how many american troops died in the korean war	9393	2,830 non-battle deaths::33,686 battle deaths
1470	the atlantoaxial joint is an example of what type of joint	9404	a pivot joint
578	who plays the queen on game of thrones	9415	Headey
5975	who sings i like it like that with cardi b	9426	J Balvin::Bad Bunny
2690	who plays cyrus in when calls the heart	9437	Spencer Drever
7012	who has the most touchdowns of all time	9448	Jerry Rice
2907	the south carolina exposition and protest was published in response to the	9459	Tariff of 1828
2163	how many seats in rajya sabha in assam	9470	6
5145	when is the next episode of lucifer coming out	9502	April 16 , 2018
6381	who sings just give me some kind of sign girl	9513	Brenton Wood
4984	what major league baseball player has the most world series rings	9524	Yogi Berra
1098	how much is the path train to jersey city	9535	$2.75
5729	who is considered as the father of geometry	9546	Euclid
6246	who plays the dad in the quiet place	9557	John Krasinski ,
1493	who stars in the new movie breaking in	9568	Gabrielle Union::Billy Burke
8256	who played seven of nine on star trek voyager	9579	Jeri Lynn Ryan
3447	where does the ophthalmic nerve exit the skull	9590	superior orbital fissure::nasal bones::anterior ethmoidal foramen::supraorbital notch
52	who does the voice for love island australia	9601	Eoghan McDermott
772	who does sam end up with on glee	9612	Mercedes
6840	who is the governor of jammu and kashmir present	9623	Satya Pal Malik
3766	who forged the ring in lord of the rings	9633	Sauron the Dark Lord
6936	when did they build the empire state building	9644	1931
4654	who was the first woman awarded the nobel peace prize	9660	Bertha von Suttner
2055	in 2011 what was the dominant source of energy in the world	9671	coal
6604	who served as pm of india for longest duration	9682	Jawaharlal Nehru
5422	when did humans begin to live in permanent settlements	9693	around 17,000 BC
6467	which type of cancer has the poorest prognosis	9704	Diffuse Intrinsic Pontine Glioma
3493	who performed at the champions league final 2018	9715	Jamaican rapper Sean Paul::English singer Dua Lipa
6154	who was the writer for the force awakens	9726	Lawrence Kasdan::Michael Arndt::J.J. Abrams
2358	who does barry allen marry in the flash comics	9737	Iris
1579	when did ben rectors new album come out	9748	June 2018
7170	who owns the rights to amos and andy	9759	CBS
2196	who does the song rock you like a hurricane	9770	Scorpions
1697	what language do they speak in meteor garden 2018	9782	Mandarin
8465	what cover-up is the movie the post about	9793	the Pentagon Papers
119	how much does an arleigh burke destroyer cost	9806	US $1.843 billion
6425	when is the last time the astros went to the world series	9817	2017
1226	when did european cup become uefa champions league	9828	1992
226	one hundred thousand is equal to how many lakhs	9839	one
7965	who wrote the song one is the loneliest number	9850	Harry Nilsson
7029	who plays the demon in once more with feeling	9861	Hinton Battle
3330	where were the pilgrims originally bound a. pennsylvania b. massachusetts c. virginia d. new york	9873	Massachusetts
4277	where does the name du plessis come from	9884	Afrikaans
515	where did the craters on the moon come from	9895	impacts
3691	where is the screen actors guild awards being held	9906	Shrine Exposition Center
215	what is the fastest roller coaster in california	9917	Formula Rossa
1094	where was season 4 of jersey shore filmed	9928	Florence , Italy
1410	when did they start to build the great wall of china	9939	771 -- 476 BC
2713	who is the goddess of the moon in greek mythology	9950	Selene
668	who holds the record for the most wimbledon titles	9962	Roger Federer
2622	what type of reaction is the rusting of iron	9973	electrochemical
1513	who played samwise gamgee in the lord of the rings	9984	Sean Patrick Astin
8319	who is the winner of rising stars season 2	9995	Hemant Brijwasi
8359	what color wizards are in lord of the rings	10006	sea - blue::grey::brown::white
8328	who produced age aint nothing but a number	10017	R. Kelly
2687	when is episode 13 of attack on titan season 2 coming out	10042	April 22 , 2017
4455	who wrote if i never sing another song	10053	Don Black
6821	who played bass for crosby stills nash and young	10064	Greg Reeves
6234	who won the popular vote in the 2017 election	10075	Hillary Clinton
2041	when did toyota start selling cars in the us	10086	early 1980s
4797	how many colleges or universities are in the united states	10097	4,627
5021	who is the coach of the cincinnati bearcats	10108	Luke Fickell
6577	who does finn wolf hard play in stranger things	10119	Mike Wheeler
3543	when does the new royal liverpool hospital open	10130	the Summer of 2018
1347	where did the idea of representative democracy come from	10141	The Roman Republic
1158	who hosts the ball drop in times square	10152	Ryan Seacrest and Jenny McCarthy
3775	what is the lining of the mouth called	10163	oral mucosa
5302	who played mon mothma in return of the jedi	10174	Caroline Blakiston
7870	how many parts are in the waco series	10185	six
7037	what kind of wood is used for pinewood derby cars	10196	pine
1671	a promise in exchange for a promise is an example of	10207	contract
2532	where do the flyers play their home games	10218	Wells Fargo Center
4421	when do new episodes of bill maher air	10229	January 20 , 2017
6028	who was the original singer of me and mrs jones	10240	Billy Paul
5383	when did south africa hold the world cup	10252	2010
1845	when is the next modern family episode airing	10265	May 2 , 2018
1644	who played alice in a league of their own	10276	Renée Coleman
1955	who wrote give me a home among the gum trees	10287	Wally Johnson
2050	who played jill abbott on the young and the restless	10298	Bond Gideon ( 1980 )
351	who was the lead actor in movie toile ek prem katha	10309	Akshay Kumar
335	when was the last western roman emperor overthrown	10320	31 October AD 475
6972	who has won the most super bowl wins	10332	The Pittsburgh Steelers
1828	when does toby come back to the office	10344	midway through season 5
5330	which country was the first to land on the moon	10355	Soviet Union
5571	how many teams havent won the stanley cup	10366	13
3584	who narrates the hitchhiker guide to the galaxy	10377	Peter Jones
5399	where was the first successful english colony located	10388	Jamestown
7202	number of cities and towns in rhode island	10399	8 cities::31 towns
5190	what are the names of the 7 deadly sins	10410	lust::envy::wrath::gluttony::greed::pride::sloth
5371	when do the 2018 stanley cup playoffs end	10421	June 7 , 2018
8618	where are the members of the rolling stones from	10432	London , England
3764	what bodies of water surround cabo san lucas	10443	the Pacific Ocean::the Gulf of California
1304	where does something old something new something borrowed something blue come from	10454	Lancashire
6941	where does most of the chicken in the us come from	10465	closer to major cities
8490	who won the 100 years war france or england	10477	French victory
2173	who were the original members of the monkees	10488	Peter Tork::Micky Dolenz::Michael Nesmith
2395	who does fresno state play in the bowl game	10503	Houston Cougars
6825	how many episodes in season 2 sex and the city	10514	18
460	when does pam get pregnant for the second time	10525	beginning of Season 8
2679	which economic system relies on the interaction of buyers and sellers	10536	A market system
2555	when does the afc west play the nfc west	10547	2018
3510	how many albums has taylor swift sold overall	10558	over 40 million albums
5283	who was the first english mathematician who first used the modern symbol of quality in 1557	10569	Robert Recorde
6395	where do calluses on your feet come from	10580	pressure::repeated friction::other irritation
6708	who won the 1995 rugby world cup final	10591	South Africa
